id,gradeKey,pathway,semester,subjectAr,bookType,subjectListStatus,matrixStatus,editionVerified,officialSourceUrl,blocker
jo-3-general-s1-science-activity,3,general,1,العلوم,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-science-teacher_guide,3,general,1,العلوم,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-science-student,3,general,2,العلوم,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-science-activity,3,general,2,العلوم,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-science-teacher_guide,3,general,2,العلوم,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-islamic-student,3,general,1,التربية الإسلامية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-islamic-teacher_guide,3,general,1,التربية الإسلامية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-islamic-student,3,general,2,التربية الإسلامية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-islamic-teacher_guide,3,general,2,التربية الإسلامية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-social-student,3,general,1,الدراسات الاجتماعية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-social-teacher_guide,3,general,1,الدراسات الاجتماعية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-social-student,3,general,2,الدراسات الاجتماعية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-social-teacher_guide,3,general,2,الدراسات الاجتماعية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-digital-student,3,general,1,المهارات الرقمية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-digital-teacher_guide,3,general,1,المهارات الرقمية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-digital-student,3,general,2,المهارات الرقمية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-digital-teacher_guide,3,general,2,المهارات الرقمية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-arts-student,3,general,1,التربية الفنية والموسيقية والمسرحية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-arts-teacher_guide,3,general,1,التربية الفنية والموسيقية والمسرحية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-arts-student,3,general,2,التربية الفنية والموسيقية والمسرحية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-arts-teacher_guide,3,general,2,التربية الفنية والموسيقية والمسرحية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-pe-student,3,general,1,التربية الرياضية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s1-pe-teacher_guide,3,general,1,التربية الرياضية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-pe-student,3,general,2,التربية الرياضية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-3-general-s2-pe-teacher_guide,3,general,2,التربية الرياضية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/70,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-math-student,4,general,1,الرياضيات,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-math-activity,4,general,1,الرياضيات,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-math-teacher_guide,4,general,1,الرياضيات,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-math-student,4,general,2,الرياضيات,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-math-activity,4,general,2,الرياضيات,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-math-teacher_guide,4,general,2,الرياضيات,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-arabic-student,4,general,1,اللغة العربية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-arabic-activity,4,general,1,اللغة العربية,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-arabic-teacher_guide,4,general,1,اللغة العربية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-arabic-student,4,general,2,اللغة العربية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-arabic-activity,4,general,2,اللغة العربية,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-arabic-teacher_guide,4,general,2,اللغة العربية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-english-student,4,general,1,اللغة الإنجليزية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-english-activity,4,general,1,اللغة الإنجليزية,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-english-teacher_guide,4,general,1,اللغة الإنجليزية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-english-student,4,general,2,اللغة الإنجليزية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-english-activity,4,general,2,اللغة الإنجليزية,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-english-teacher_guide,4,general,2,اللغة الإنجليزية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-science-student,4,general,1,العلوم,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-science-activity,4,general,1,العلوم,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-science-teacher_guide,4,general,1,العلوم,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-science-student,4,general,2,العلوم,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-science-activity,4,general,2,العلوم,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-science-teacher_guide,4,general,2,العلوم,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-islamic-student,4,general,1,التربية الإسلامية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-islamic-teacher_guide,4,general,1,التربية الإسلامية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-islamic-student,4,general,2,التربية الإسلامية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-islamic-teacher_guide,4,general,2,التربية الإسلامية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-social-student,4,general,1,الدراسات الاجتماعية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-social-teacher_guide,4,general,1,الدراسات الاجتماعية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-social-student,4,general,2,الدراسات الاجتماعية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-social-teacher_guide,4,general,2,الدراسات الاجتماعية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-digital-student,4,general,1,المهارات الرقمية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-digital-teacher_guide,4,general,1,المهارات الرقمية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-digital-student,4,general,2,المهارات الرقمية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-digital-teacher_guide,4,general,2,المهارات الرقمية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-vocational-student,4,general,1,التربية المهنية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-vocational-teacher_guide,4,general,1,التربية المهنية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-vocational-student,4,general,2,التربية المهنية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-vocational-teacher_guide,4,general,2,التربية المهنية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-arts-student,4,general,1,التربية الفنية والموسيقية والمسرحية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-arts-teacher_guide,4,general,1,التربية الفنية والموسيقية والمسرحية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-arts-student,4,general,2,التربية الفنية والموسيقية والمسرحية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-arts-teacher_guide,4,general,2,التربية الفنية والموسيقية والمسرحية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-pe-student,4,general,1,التربية الرياضية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s1-pe-teacher_guide,4,general,1,التربية الرياضية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-pe-student,4,general,2,التربية الرياضية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-4-general-s2-pe-teacher_guide,4,general,2,التربية الرياضية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/71,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-math-student,5,general,1,الرياضيات,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-math-activity,5,general,1,الرياضيات,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-math-teacher_guide,5,general,1,الرياضيات,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-math-student,5,general,2,الرياضيات,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-math-activity,5,general,2,الرياضيات,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-math-teacher_guide,5,general,2,الرياضيات,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-arabic-student,5,general,1,اللغة العربية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-arabic-activity,5,general,1,اللغة العربية,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-arabic-teacher_guide,5,general,1,اللغة العربية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-arabic-student,5,general,2,اللغة العربية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-arabic-activity,5,general,2,اللغة العربية,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-arabic-teacher_guide,5,general,2,اللغة العربية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-english-student,5,general,1,اللغة الإنجليزية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-english-activity,5,general,1,اللغة الإنجليزية,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-english-teacher_guide,5,general,1,اللغة الإنجليزية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-english-student,5,general,2,اللغة الإنجليزية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-english-activity,5,general,2,اللغة الإنجليزية,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-english-teacher_guide,5,general,2,اللغة الإنجليزية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-science-student,5,general,1,العلوم,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-science-activity,5,general,1,العلوم,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-science-teacher_guide,5,general,1,العلوم,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-science-student,5,general,2,العلوم,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-science-activity,5,general,2,العلوم,activity,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-science-teacher_guide,5,general,2,العلوم,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-islamic-student,5,general,1,التربية الإسلامية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-islamic-teacher_guide,5,general,1,التربية الإسلامية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-islamic-student,5,general,2,التربية الإسلامية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-islamic-teacher_guide,5,general,2,التربية الإسلامية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-social-student,5,general,1,الدراسات الاجتماعية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-social-teacher_guide,5,general,1,الدراسات الاجتماعية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-social-student,5,general,2,الدراسات الاجتماعية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-social-teacher_guide,5,general,2,الدراسات الاجتماعية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-digital-student,5,general,1,المهارات الرقمية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-digital-teacher_guide,5,general,1,المهارات الرقمية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-digital-student,5,general,2,المهارات الرقمية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-digital-teacher_guide,5,general,2,المهارات الرقمية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-vocational-student,5,general,1,التربية المهنية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-vocational-teacher_guide,5,general,1,التربية المهنية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-vocational-student,5,general,2,التربية المهنية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-vocational-teacher_guide,5,general,2,التربية المهنية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-arts-student,5,general,1,التربية الفنية والموسيقية والمسرحية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-arts-teacher_guide,5,general,1,التربية الفنية والموسيقية والمسرحية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-arts-student,5,general,2,التربية الفنية والموسيقية والمسرحية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-arts-teacher_guide,5,general,2,التربية الفنية والموسيقية والمسرحية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-pe-student,5,general,1,التربية الرياضية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s1-pe-teacher_guide,5,general,1,التربية الرياضية,teacher_guide,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
jo-5-general-s2-pe-student,5,general,2,التربية الرياضية,student,indexed-pending-nccd,DISCOVERED,no,https://www.nccd.gov.jo/ar/pages/TextBooksGrade/72,Subject list indexed from Minhaji companion — pending NCCD human verification
