grade,term,pathway,subject,book_type,matrix_status,rights_status,edition,blocker,source_url
11,1,academic,"اللغة العربية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,1,academic,"اللغة العربية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,1,academic,"المهارات الرقمية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,1,academic,"المهارات الرقمية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,1,academic,"تاريخ الأردن",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,1,academic,"تاريخ الأردن",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,1,academic,"علوم الأرض والبيئة",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,1,academic,"علوم الأرض والبيئة",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"التربية الإسلامية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"التربية الإسلامية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"الرياضيات",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"الرياضيات",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"الرياضيات",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"العلوم الحياتية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"العلوم الحياتية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"الفيزياء",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"الفيزياء",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"الكيمياء",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"الكيمياء",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"اللغة الإنجليزية",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"اللغة الإنجليزية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"اللغة الإنجليزية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"اللغة العربية",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"اللغة العربية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"اللغة العربية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"المهارات الرقمية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"المهارات الرقمية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"تاريخ الأردن",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"تاريخ الأردن",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"علوم الأرض والبيئة",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11,2,academic,"علوم الأرض والبيئة",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"edition_uncertain|source_verification_blocked_nccd_unreachable",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11-vocational,1,vocational,"(Subjects pending official discovery)",student,NOT_DISCOVERED,rights_review_required,NEEDS VERIFICATION,"OFFICIAL SUBJECT LIST NOT FOUND / PENDING NCCD REVIEW — do not invent subjects",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
11-vocational,2,vocational,"(Subjects pending official discovery)",student,NOT_DISCOVERED,rights_review_required,NEEDS VERIFICATION,"OFFICIAL SUBJECT LIST NOT FOUND / PENDING NCCD REVIEW — do not invent subjects",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/117
12,1,academic,"التربية الإسلامية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"التربية الإسلامية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الثقافة المالية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الثقافة المالية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الرياضيات",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الرياضيات",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الرياضيات",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الرياضيات/الأعمال",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الرياضيات/الأعمال",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"العلوم الحياتية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"العلوم الحياتية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الفلسفة",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الفلسفة",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الفيزياء",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الفيزياء",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الكيمياء",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"الكيمياء",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"اللغة الإنجليزية",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"اللغة الإنجليزية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"اللغة الإنجليزية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"اللغة العربية /الأدب",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"اللغة العربية /الأدب",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"اللغة العربية /النّحو والصّرف وموسيقا الشّعر",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"اللغة العربية /النّحو والصّرف وموسيقا الشّعر",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"المهارات الرقمية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"المهارات الرقمية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"تاريخ الأردن",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"تاريخ الأردن",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"علوم الأرض والبيئة",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"علوم الأرض والبيئة",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"علوم النفس والاجتماع",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,1,academic,"علوم النفس والاجتماع",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"التربية الإسلامية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"التربية الإسلامية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الثقافة المالية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الثقافة المالية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الرياضيات",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الرياضيات",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الرياضيات",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الرياضيات/الأعمال",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الرياضيات/الأعمال",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"العلوم الحياتية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"العلوم الحياتية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الفلسفة",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الفلسفة",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الفيزياء",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الفيزياء",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الكيمياء",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"الكيمياء",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"اللغة الإنجليزية",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"اللغة الإنجليزية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"اللغة الإنجليزية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"اللغة العربية /الأدب",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"اللغة العربية /الأدب",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"اللغة العربية /النّحو والصّرف وموسيقا الشّعر",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"اللغة العربية /النّحو والصّرف وموسيقا الشّعر",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"المهارات الرقمية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"المهارات الرقمية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"تاريخ الأردن",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"تاريخ الأردن",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"علوم الأرض والبيئة",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"علوم الأرض والبيئة",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"علوم النفس والاجتماع",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12,2,academic,"علوم النفس والاجتماع",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/143
12-vocational,1,vocational,"(Subjects pending official discovery)",student,NOT_DISCOVERED,rights_review_required,NEEDS VERIFICATION,"OFFICIAL SUBJECT LIST NOT FOUND / PENDING NCCD REVIEW — do not invent subjects",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/83
12-vocational,2,vocational,"(Subjects pending official discovery)",student,NOT_DISCOVERED,rights_review_required,NEEDS VERIFICATION,"OFFICIAL SUBJECT LIST NOT FOUND / PENDING NCCD REVIEW — do not invent subjects",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/83
2,1,general,"التربية الإسلامية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"التربية الإسلامية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"التربية الرياضية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"التربية الرياضية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"التربية الفنية والموسيقية والمسرحية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"التربية الفنية والموسيقية والمسرحية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"الدراسات الاجتماعية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"الدراسات الاجتماعية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"الرياضيات",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"الرياضيات",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"الرياضيات",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"العلوم",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"العلوم",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"العلوم",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"اللغة الإنجليزية",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"اللغة الإنجليزية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"اللغة الإنجليزية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"اللغة العربية",activity,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"اللغة العربية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"اللغة العربية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"المهارات الرقمية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,1,general,"المهارات الرقمية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,2,general,"التربية الإسلامية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,2,general,"التربية الإسلامية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,2,general,"التربية الرياضية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,2,general,"التربية الرياضية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,2,general,"التربية الفنية والموسيقية والمسرحية",student,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
2,2,general,"التربية الفنية والموسيقية والمسرحية",teacher_guide,DISCOVERED,rights_review_required,NEEDS VERIFICATION,"Subject list indexed from Minhaji companion — pending NCCD human verification",https://www.nccd.gov.jo/ar/pages/TextBooksGrade/69
